Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Barcode,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Status
3d-printing-pen,,,,,,,,,,,,,,,,,,,,output/TGS-3D-PRINTING-PEN/Hero_titled.png,5,A blue and white 3D printing pen with USB charger and filament in packaging.,,,,
3d-printing-pen,,,,,,,,,,,,,,,,,,,,output/TGS-3D-PRINTING-PEN/FeatureCard.png,6,A blue and white 3D printing pen with USB charger and filament in packaging.,,,,
4drc-vita-50-jet-drone,4DRC Vita-50 Jet-Style 4-Axis Remote Control Drone,"<p>This is a 4-axis remote control drone styled like a fighter jet, with a blue-and-grey body and orange nose cone. It is controlled by a black handheld remote with two joysticks. The box indicates it is for ages 14 and up.</p><ul><li>BLUE AND BLACK PLASTIC BODY</li><li>BLACK REMOTE CONTROL UNIT</li><li>FOUR SPINNING BLADES</li><li>FOR AGES 14 AND UP</li><li>INCLUDES DRONE AND REMOTE</li></ul><p><strong>What's included:</strong></p><ul><li>RC drone (jet-styled body)</li><li>Remote control</li></ul>",The Toy Gift Shop,,RC & Remote Control Toys,"age:8+, feature:new, occasion:birthday, occasion:eid, play:vehicles, sub:Drones",FALSE,Title,Default Title,TGS-VITA50-JET-DRONE,,shopify,2,deny,manual,5350.00,,TRUE,TRUE,output/TGS-VITA50-JET-DRONE/CatalogClean.png,1,MRC VITA-50 4-axis remote control drone with remote control in packaging.,FALSE,4DRC Vita-50 Jet-Style 4-Axis Remote Control Drone | Toy Gift Shop,MRC VITA-50 4-axis RC drone with remote control. For ages 14+. Includes drone and remote. Safety warnings printed. Indoor/outdoor use.,draft
4drc-vita-50-jet-drone,,,,,,,,,,,,,,,,,,,,output/TGS-VITA50-JET-DRONE/CatalogHero_wm.png,2,MRC VITA-50 4-axis remote control drone with remote control in packaging.,,,,
4drc-vita-50-jet-drone,,,,,,,,,,,,,,,,,,,,output/TGS-VITA50-JET-DRONE/Box_wm.png,3,MRC VITA-50 4-axis remote control drone with remote control in packaging.,,,,
4drc-vita-50-jet-drone,,,,,,,,,,,,,,,,,,,,output/TGS-VITA50-JET-DRONE/Hero_titled.png,4,MRC VITA-50 4-axis remote control drone with remote control in packaging.,,,,
4drc-vita-50-jet-drone,,,,,,,,,,,,,,,,,,,,output/TGS-VITA50-JET-DRONE/FeatureCard.png,5,MRC VITA-50 4-axis remote control drone with remote control in packaging.,,,,
abero-enlightening-steering-wheel,abero Enlightening Steering Wheel – Baby Activity Toy,"<p>An abero Enlightening Steering Wheel (QX-91027) for babies: a light-up wheel in the middle, letter keys, number keys, music keys and transport sounds, with a little gear lever on the side. The box lists visual training, auditory training and hand-eye coordination, and gives the age as 19 to 36 months. It needs 3 x 1.5V AA batteries, which are not included.</p><ul><li>Light-up steering wheel with letter and number keys</li><li>Music keys and transport sounds</li><li>Gear lever on the side</li><li>Visual, auditory and hand-eye training</li><li>For 19 to 36 months as printed on the box</li><li>Needs 3 x AA batteries (not included)</li></ul><p><strong>What's included:</strong></p><ul><li>abero Enlightening Steering Wheel</li></ul>",The Toy Gift Shop,,Baby & Toddler Toys,"age:1-3, feature:new, occasion:birthday, occasion:eid, play:pretend, sub:Baby Activity Toys",FALSE,Title,Default Title,TGS-ABERO-STEER-WHEEL,,shopify,2,deny,manual,4350.00,,TRUE,TRUE,output/TGS-ABERO-STEER-WHEEL/CatalogClean.png,1,Blue and white abero Enlightening Steering Wheel baby toy in its open box.,FALSE,abero Enlightening Steering Wheel in Pakistan | Toy Gift Shop,"abero Enlightening Steering Wheel: lights, letters, numbers, music keys and transport sounds. For 19 to 36 months.",draft
abero-enlightening-steering-wheel,,,,,,,,,,,,,,,,,,,,output/TGS-ABERO-STEER-WHEEL/CatalogHero_wm.png,2,Blue and white abero Enlightening Steering Wheel baby toy in its open box.,,,,
abero-enlightening-steering-wheel,,,,,,,,,,,,,,,,,,,,output/TGS-ABERO-STEER-WHEEL/Box_wm.png,3,Blue and white abero Enlightening Steering Wheel baby toy in its open box.,,,,
abero-enlightening-steering-wheel,,,,,,,,,,,,,,,,,,,,output/TGS-ABERO-STEER-WHEEL/Lifestyle_wm.png,4,Blue and white abero Enlightening Steering Wheel baby toy in its open box.,,,,
abero-enlightening-steering-wheel,,,,,,,,,,,,,,,,,,,,output/TGS-ABERO-STEER-WHEEL/Hero_titled.png,5,Blue and white abero Enlightening Steering Wheel baby toy in its open box.,,,,
abero-enlightening-steering-wheel,,,,,,,,,,,,,,,,,,,,output/TGS-ABERO-STEER-WHEEL/FeatureCard.png,6,Blue and white abero Enlightening Steering Wheel baby toy in its open box.,,,,
aerobat-four-axis-mini-drone,Aerobat Four Axis Mini Drone with Remote Control,"<p>The Aerobat Four-Axis is a small red drone with a 2.4GHz remote. The box lists take-off and landing, 360° surround flight, omnidirectional flight, cool LED light and USB charging. Ages 14+ as printed on the box.</p><ul><li>2.4GHz remote control</li><li>One-touch take-off and landing</li><li>360° surround and omnidirectional flight</li><li>LED cool light</li><li>USB charging</li><li>Ages 14+ as printed on the box</li></ul><p><strong>What's included:</strong></p><ul><li>Red drone</li><li>White remote control</li><li>USB charging cable</li></ul>",The Toy Gift Shop,,RC & Remote Control Toys,"age:8+, feature:new, occasion:birthday, occasion:eid, play:vehicles, sub:Drones",FALSE,Title,Default Title,TGS-FOUR-AXIS-DRONE,,shopify,2,deny,manual,6000.00,,TRUE,TRUE,output/TGS-FOUR-AXIS-DRONE/CatalogClean.png,1,Red Aerobat Four Axis Mini Drone with remote control and USB cable on a white surface.,FALSE,Aerobat Four Axis Mini Drone in Pakistan | Toy Gift Shop,"Aerobat Four Axis Mini Drone with remote control for ages 14+. Features 360-degree flight, USB charging, and includes all accessories. Perfect for indoor and outdoor flying.",draft
aerobat-four-axis-mini-drone,,,,,,,,,,,,,,,,,,,,output/TGS-FOUR-AXIS-DRONE/CatalogHero_wm.png,2,Red Aerobat Four Axis Mini Drone with remote control and USB cable on a white surface.,,,,
aerobat-four-axis-mini-drone,,,,,,,,,,,,,,,,,,,,output/TGS-FOUR-AXIS-DRONE/Box_wm.png,3,Red Aerobat Four Axis Mini Drone with remote control and USB cable on a white surface.,,,,
aerobat-four-axis-mini-drone,,,,,,,,,,,,,,,,,,,,output/TGS-FOUR-AXIS-DRONE/Lifestyle_wm.png,4,Red Aerobat Four Axis Mini Drone with remote control and USB cable on a white surface.,,,,
aerobat-four-axis-mini-drone,,,,,,,,,,,,,,,,,,,,output/TGS-FOUR-AXIS-DRONE/Hero_titled.png,5,Red Aerobat Four Axis Mini Drone with remote control and USB cable on a white surface.,,,,
aerobat-four-axis-mini-drone,,,,,,,,,,,,,,,,,,,,output/TGS-FOUR-AXIS-DRONE/FeatureCard.png,6,Red Aerobat Four Axis Mini Drone with remote control and USB cable on a white surface.,,,,
aike-led-digital-watch-black,Aike LED Digital Watch – Black Strap,"<p>An Aike LED watch with a square face and a ribbed black strap, presented in a clear display case. The screen wakes at the press of the side button. A simple first watch, and it looks the part.</p><ul><li>LED display, wakes at a button press</li><li>Square face with a ribbed black strap</li><li>Comes in a clear display case</li><li>A simple first watch</li></ul><p><strong>What's included:</strong></p><ul><li>Aike LED watch</li><li>Display case</li></ul>",The Toy Gift Shop,,Novelty & Fun Toys,"age:3-5, feature:new, occasion:birthday, occasion:eid, play:games, sub:Gadgets",FALSE,Title,Default Title,TGS-AIKE-LED-WATCH,,shopify,5,deny,manual,1650.00,,TRUE,TRUE,output/TGS-AIKE-LED-WATCH/CatalogClean.png,1,Black Aike LED digital watch beside its clear display case.,FALSE,Aike LED Digital Watch in Pakistan | Toy Gift Shop,"Aike LED digital watch with a square face and black ribbed strap, in a clear display case.",draft
aike-led-digital-watch-black,,,,,,,,,,,,,,,,,,,,output/TGS-AIKE-LED-WATCH/CatalogHero_wm.png,2,Black Aike LED digital watch beside its clear display case.,,,,
aike-led-digital-watch-black,,,,,,,,,,,,,,,,,,,,output/TGS-AIKE-LED-WATCH/Angle_wm.png,3,Black Aike LED digital watch beside its clear display case.,,,,
aike-led-digital-watch-black,,,,,,,,,,,,,,,,,,,,output/TGS-AIKE-LED-WATCH/Box_wm.png,4,Black Aike LED digital watch beside its clear display case.,,,,
aike-led-digital-watch-black,,,,,,,,,,,,,,,,,,,,output/TGS-AIKE-LED-WATCH/Lifestyle_wm.png,5,Black Aike LED digital watch beside its clear display case.,,,,
aike-led-digital-watch-black,,,,,,,,,,,,,,,,,,,,output/TGS-AIKE-LED-WATCH/Hero_titled.png,6,Black Aike LED digital watch beside its clear display case.,,,,
aike-led-digital-watch-black,,,,,,,,,,,,,,,,,,,,output/TGS-AIKE-LED-WATCH/FeatureCard.png,7,Black Aike LED digital watch beside its clear display case.,,,,
angelo-notebook-pc-educational-toy-with-mouse,Angelo Notebook PC Educational Toy with Mouse,"<p>The Angelo Slimline Notebook is a toy laptop from the Enlightenment Educational Series, with a screen, a full keyboard and its own mouse. The box calls it a new style flashing enter. Not for children under 3, as it has small parts.</p><ul><li>Plastic construction with blue and white color scheme</li><li>Includes a separate mouse with blue and white design</li><li>Screen shows colorful icons and text</li><li>Keyboard has QWERTY layout with number keys</li><li>Intended for children aged 3 and up</li></ul><p><strong>What's included:</strong></p><ul><li>Angelo notebook toy</li><li>Mouse</li></ul>",The Toy Gift Shop,,Educational Toys,"age:3-5, feature:new, occasion:birthday, occasion:eid, play:build, sub:Learning Toys",FALSE,Title,Default Title,TGS-NOTEBOOK-PC,,shopify,3,deny,manual,5500.00,,TRUE,TRUE,output/TGS-NOTEBOOK-PC/CatalogClean.png,1,"Angelo Notebook PC educational toy with mouse and keyboard, packaged in blue and white box.",FALSE,Angelo Notebook PC in Pakistan | Toy Gift Shop,"Angelo Notebook PC educational toy for ages 3+ with keyboard, mouse, and screen. Designed for learning and play. Made in China.",draft
angelo-notebook-pc-educational-toy-with-mouse,,,,,,,,,,,,,,,,,,,,output/TGS-NOTEBOOK-PC/CatalogHero_wm.png,2,"Angelo Notebook PC educational toy with mouse and keyboard, packaged in blue and white box.",,,,
angelo-notebook-pc-educational-toy-with-mouse,,,,,,,,,,,,,,,,,,,,output/TGS-NOTEBOOK-PC/Box_wm.png,3,"Angelo Notebook PC educational toy with mouse and keyboard, packaged in blue and white box.",,,,
angelo-notebook-pc-educational-toy-with-mouse,,,,,,,,,,,,,,,,,,,,output/TGS-NOTEBOOK-PC/Hero_titled.png,4,"Angelo Notebook PC educational toy with mouse and keyboard, packaged in blue and white box.",,,,
angelo-notebook-pc-educational-toy-with-mouse,,,,,,,,,,,,,,,,,,,,output/TGS-NOTEBOOK-PC/FeatureCard.png,5,"Angelo Notebook PC educational toy with mouse and keyboard, packaged in blue and white box.",,,,
baby-rattle-turntable-set,Little Tin Lok Baby Rattle Turntable Set,"<p>A Little Tin Lok Baby Rattle Turntable Set: three spinning rattles in blue, pink and yellow, each with a soft animal face and beads that click as they turn. The box says 360° rotating with super strong suction, so a rattle sticks to the high-chair tray or table while baby spins it. From 0 months.</p><ul><li>Three turntable rattles: blue, pink and yellow</li><li>Spins 360° as printed on the box</li><li>Super strong suction base sticks to a tray or table</li><li>Beads rattle as they turn</li><li>From 0 months</li></ul><p><strong>What's included:</strong></p><ul><li>3 turntable rattles (blue, pink, yellow)</li></ul>",The Toy Gift Shop,,Baby & Toddler Toys,"age:0-1, feature:new, occasion:birthday, occasion:eid, play:pretend, sub:Baby Toys",FALSE,Title,Default Title,TGS-BABY-RATTLE-TURNTABLE,,shopify,9,deny,manual,1850.00,,TRUE,TRUE,output/TGS-BABY-RATTLE-TURNTABLE/CatalogClean.png,1,"Little Tin Lok Baby Rattle Turntable Set with three spinning rattles in blue, pink and yellow, beside its box.",FALSE,Little Tin Lok Baby Rattle Turntable Set in Pakistan | Toy Gift Shop,"Little Tin Lok Baby Rattle Turntable Set: three spinning suction rattles in blue, pink and yellow. 360° rotating. From 0 months.",draft
baby-rattle-turntable-set,,,,,,,,,,,,,,,,,,,,output/TGS-BABY-RATTLE-TURNTABLE/CatalogHero_wm.png,2,"Little Tin Lok Baby Rattle Turntable Set with three spinning rattles in blue, pink and yellow, beside its box.",,,,
baby-rattle-turntable-set,,,,,,,,,,,,,,,,,,,,output/TGS-BABY-RATTLE-TURNTABLE/Box_wm.png,3,"Little Tin Lok Baby Rattle Turntable Set with three spinning rattles in blue, pink and yellow, beside its box.",,,,
baby-rattle-turntable-set,,,,,,,,,,,,,,,,,,,,output/TGS-BABY-RATTLE-TURNTABLE/Lifestyle_wm.png,4,"Little Tin Lok Baby Rattle Turntable Set with three spinning rattles in blue, pink and yellow, beside its box.",,,,
baby-rattle-turntable-set,,,,,,,,,,,,,,,,,,,,output/TGS-BABY-RATTLE-TURNTABLE/Hero_titled.png,5,"Little Tin Lok Baby Rattle Turntable Set with three spinning rattles in blue, pink and yellow, beside its box.",,,,
baby-rattle-turntable-set,,,,,,,,,,,,,,,,,,,,output/TGS-BABY-RATTLE-TURNTABLE/FeatureCard.png,6,"Little Tin Lok Baby Rattle Turntable Set with three spinning rattles in blue, pink and yellow, beside its box.",,,,
basketball-board-game-championship-trophy,Basketball Board Game – Championship Trophy Catapult,"<p>A two-player basketball game shaped like a championship trophy. Open the trophy and both sides play at once: put a basketball on the catapult, aim, press, and shoot it into the basket. Most goals wins. The box gives the size as 19.5 x 8.8 cm.</p><ul><li>Trophy opens into two catapults, one each side</li><li>Shoot the ball into the basket, most goals wins</li><li>Comes with 4 small basketballs</li><li>19.5 x 8.8 cm as printed on the box</li><li>Two players</li></ul><p><strong>What's included:</strong></p><ul><li>Championship trophy game base</li><li>4 small basketballs</li></ul>",The Toy Gift Shop,,Board Games,"age:5-8, feature:new, occasion:birthday, occasion:eid, play:games, sub:Family Board Games",FALSE,Title,Default Title,TGS-BBALL-BOARD,,shopify,2,deny,manual,1350.00,,TRUE,TRUE,output/TGS-BBALL-BOARD/CatalogClean.png,1,A basketball-themed trophy game with two arms and target cups for two players.,FALSE,Basketball Board Game in Pakistan | Toy Gift Shop,"Basketball board game shaped like a championship trophy: two catapults, 4 balls, most goals wins.",draft
basketball-board-game-championship-trophy,,,,,,,,,,,,,,,,,,,,output/TGS-BBALL-BOARD/CatalogHero_wm.png,2,A basketball-themed trophy game with two arms and target cups for two players.,,,,
basketball-board-game-championship-trophy,,,,,,,,,,,,,,,,,,,,output/TGS-BBALL-BOARD/Angle_wm.png,3,A basketball-themed trophy game with two arms and target cups for two players.,,,,
basketball-board-game-championship-trophy,,,,,,,,,,,,,,,,,,,,output/TGS-BBALL-BOARD/Box_wm.png,4,A basketball-themed trophy game with two arms and target cups for two players.,,,,
basketball-board-game-championship-trophy,,,,,,,,,,,,,,,,,,,,output/TGS-BBALL-BOARD/Lifestyle_wm.png,5,A basketball-themed trophy game with two arms and target cups for two players.,,,,
basketball-board-game-championship-trophy,,,,,,,,,,,,,,,,,,,,output/TGS-BBALL-BOARD/Hero_titled.png,6,A basketball-themed trophy game with two arms and target cups for two players.,,,,
basketball-board-game-championship-trophy,,,,,,,,,,,,,,,,,,,,output/TGS-BBALL-BOARD/FeatureCard.png,7,A basketball-themed trophy game with two arms and target cups for two players.,,,,
bead-box-jewellery-kit-teal,"Bead Box Jewellery Kit – Letters, Pearls and Beads","<p>A teal carry case with six trays of beads: alphabet cubes for spelling out names, pearls, pastel rounds, striped melon beads and a spool of elastic cord in the middle. Enough for a whole afternoon of bracelets, and it all clips away again.</p><ul><li>Six trays in a carry case</li><li>Alphabet beads for names and words</li><li>Pearls, pastels and striped beads</li><li>Elastic cord included</li><li>Clips shut with a handle to carry</li></ul><p><strong>What's included:</strong></p><ul><li>Bead case with handle</li><li>Beads in six trays</li><li>Elastic cord</li></ul>",The Toy Gift Shop,,"Arts, Crafts & Creative Toys","age:3-5, feature:new, occasion:birthday, occasion:eid, play:build, sub:Art Sets",FALSE,Title,Default Title,TGS-BEAD-BOX-TEAL,,shopify,6,deny,manual,1050.00,,TRUE,TRUE,output/TGS-BEAD-BOX-TEAL/CatalogClean.png,1,"Teal bead box open, showing six trays of beads and a spool of elastic cord.",FALSE,Bead Box Jewellery Kit in Pakistan | Toy Gift Shop,"Teal bead box with six trays: alphabet beads, pearls, pastels and striped beads, with elastic cord.",draft
bead-box-jewellery-kit-teal,,,,,,,,,,,,,,,,,,,,output/TGS-BEAD-BOX-TEAL/CatalogHero_wm.png,2,"Teal bead box open, showing six trays of beads and a spool of elastic cord.",,,,
bead-box-jewellery-kit-teal,,,,,,,,,,,,,,,,,,,,output/TGS-BEAD-BOX-TEAL/Open_wm.png,3,"Teal bead box open, showing six trays of beads and a spool of elastic cord.",,,,
bead-box-jewellery-kit-teal,,,,,,,,,,,,,,,,,,,,output/TGS-BEAD-BOX-TEAL/Lifestyle_wm.png,4,"Teal bead box open, showing six trays of beads and a spool of elastic cord.",,,,
bead-box-jewellery-kit-teal,,,,,,,,,,,,,,,,,,,,output/TGS-BEAD-BOX-TEAL/Hero_titled.png,5,"Teal bead box open, showing six trays of beads and a spool of elastic cord.",,,,
bead-box-jewellery-kit-teal,,,,,,,,,,,,,,,,,,,,output/TGS-BEAD-BOX-TEAL/FeatureCard.png,6,"Teal bead box open, showing six trays of beads and a spool of elastic cord.",,,,
block-building-toys-in-clear-storage-jar,Block Building Toys in Clear Storage Jar with Red Lid,"<p>A jar of chunky building blocks, including wheels and special pieces, with a screw-on red lid so everything goes back in after play. The blocks press together with studs, big enough for small hands.</p><ul><li>Chunky blocks with studs that press together</li><li>Wheels and special pieces in the mix</li><li>Clear jar with a screw-on lid for tidying up</li><li>Bright mixed colours</li><li>Ages 3+</li></ul><p><strong>What's included:</strong></p><ul><li>Jar of building blocks with lid</li></ul>",The Toy Gift Shop,,Building & Construction Toys,"age:3-5, feature:new, occasion:birthday, occasion:eid, play:build, sub:Building Blocks",FALSE,Title,Default Title,TGS-BLOCK-BUILDING,,shopify,2,deny,manual,4250.00,,TRUE,TRUE,output/TGS-BLOCK-BUILDING/CatalogClean.png,1,Clear plastic jar with red lid filled with colorful plastic building blocks.,FALSE,Block Building Toys in Pakistan | Toy Gift Shop,Colorful plastic building blocks in a clear storage jar with a red lid. Ideal for kids to build and create. Perfect for playtime and storage.,draft
block-building-toys-in-clear-storage-jar,,,,,,,,,,,,,,,,,,,,output/TGS-BLOCK-BUILDING/CatalogHero_wm.png,2,Clear plastic jar with red lid filled with colorful plastic building blocks.,,,,
block-building-toys-in-clear-storage-jar,,,,,,,,,,,,,,,,,,,,output/TGS-BLOCK-BUILDING/Open_wm.png,3,Clear plastic jar with red lid filled with colorful plastic building blocks.,,,,
block-building-toys-in-clear-storage-jar,,,,,,,,,,,,,,,,,,,,output/TGS-BLOCK-BUILDING/Lifestyle_wm.png,4,Clear plastic jar with red lid filled with colorful plastic building blocks.,,,,
block-building-toys-in-clear-storage-jar,,,,,,,,,,,,,,,,,,,,output/TGS-BLOCK-BUILDING/Hero_titled.png,5,Clear plastic jar with red lid filled with colorful plastic building blocks.,,,,
block-building-toys-in-clear-storage-jar,,,,,,,,,,,,,,,,,,,,output/TGS-BLOCK-BUILDING/FeatureCard.png,6,Clear plastic jar with red lid filled with colorful plastic building blocks.,,,,
boom-strike-hammer-game,Boom Strike Hammer Game – Light-Up Tower with Score Display,"<p>Boom Strike is a real action game set: hit the pad with the hammer and the lights race up the scoring tower, with the score on the digital display. The box lists single-player modes (challenge, free play and time attack) and a two-player mode where each player gets 3 rounds and the highest total wins. Volume has three levels. Ages 3+, two players.</p><ul><li>Hit the pad and the lights race up the tower</li><li>Digital score display</li><li>Challenge, free play and time attack modes</li><li>Two-player mode: 3 rounds each, highest total wins</li><li>Three volume levels</li><li>Ages 3+</li></ul><p><strong>What's included:</strong></p><ul><li>Boom Strike tower with base</li><li>2 hammers</li></ul>",The Toy Gift Shop,,Robots & Electronic Toys,"age:3-5, feature:new, occasion:birthday, occasion:eid, play:games, sub:Arcade Games",FALSE,Title,Default Title,TGS-BOOM-STRIKE-HAMMER,,shopify,3,deny,manual,7350.00,,TRUE,TRUE,output/TGS-BOOM-STRIKE-HAMMER/CatalogClean.png,1,Boom Strike electronic hammer game with digital score display and two hammers on a white surface.,FALSE,Boom Strike Hammer Game in Pakistan | Toy Gift Shop,"Boom Strike hammer game: hit the pad, lights race up the tower, digital score. Challenge, free play, time attack and 2-player modes. Ages 3+.",draft
boom-strike-hammer-game,,,,,,,,,,,,,,,,,,,,output/TGS-BOOM-STRIKE-HAMMER/CatalogHero_wm.png,2,Boom Strike electronic hammer game with digital score display and two hammers on a white surface.,,,,
boom-strike-hammer-game,,,,,,,,,,,,,,,,,,,,output/TGS-BOOM-STRIKE-HAMMER/Box_wm.png,3,Boom Strike electronic hammer game with digital score display and two hammers on a white surface.,,,,
boom-strike-hammer-game,,,,,,,,,,,,,,,,,,,,output/TGS-BOOM-STRIKE-HAMMER/Lifestyle_wm.png,4,Boom Strike electronic hammer game with digital score display and two hammers on a white surface.,,,,
boom-strike-hammer-game,,,,,,,,,,,,,,,,,,,,output/TGS-BOOM-STRIKE-HAMMER/Hero_titled.png,5,Boom Strike electronic hammer game with digital score display and two hammers on a white surface.,,,,
boom-strike-hammer-game,,,,,,,,,,,,,,,,,,,,output/TGS-BOOM-STRIKE-HAMMER/FeatureCard.png,6,Boom Strike electronic hammer game with digital score display and two hammers on a white surface.,,,,
busy-book-match-and-learn-activity-book,Busy Book – Match and Learn Activity Book,"<p>A busy book of matching pages: lift the little cards and stick them where they belong. The weather page runs from sunshine and rainbow to typhoon and storm, and the planets page lays out Mercury to Saturn around the sun. Sturdy board pages, and everything stores back in the book. Ages 3+ as printed on the box.</p><ul><li>Matching pages with stick-on cards</li><li>Weather page: sun, rain, snow, thunder, typhoon and more</li><li>Planets page: Mercury to Saturn</li><li>Sturdy board pages, cards store inside</li><li>Ages 3+ as printed on the box</li></ul><p><strong>What's included:</strong></p><ul><li>Busy Book with matching pages and cards</li></ul>",The Toy Gift Shop,,Educational Toys,"age:3-5, feature:new, occasion:birthday, occasion:eid, play:build, sub:Learning Toys",FALSE,Title,Default Title,TGS-BUSY-BOOK-MATCH,,shopify,2,deny,manual,2300.00,,TRUE,TRUE,output/TGS-BUSY-BOOK-MATCH/CatalogClean.png,1,"Busy Book activity book open at the planets matching page, with its box.",FALSE,Busy Book in Pakistan | Toy Gift Shop,"Busy Book: matching pages for weather and the planets, with stick-on cards that store in the book. Ages 3+.",draft
busy-book-match-and-learn-activity-book,,,,,,,,,,,,,,,,,,,,output/TGS-BUSY-BOOK-MATCH/CatalogHero_wm.png,2,"Busy Book activity book open at the planets matching page, with its box.",,,,
busy-book-match-and-learn-activity-book,,,,,,,,,,,,,,,,,,,,output/TGS-BUSY-BOOK-MATCH/Box_wm.png,3,"Busy Book activity book open at the planets matching page, with its box.",,,,
busy-book-match-and-learn-activity-book,,,,,,,,,,,,,,,,,,,,output/TGS-BUSY-BOOK-MATCH/Lifestyle_wm.png,4,"Busy Book activity book open at the planets matching page, with its box.",,,,
